"Date","Pioggia (mm)","","Temp. aria (�C)","","Umid.relat. aria (%)","","Dir. Vento (�)","","Vel. Vento (m/s)","","Pressione atm. (hPa)","","Rad.Sol.Tot. (kJ/m2)",""
00:00:00 21/04/2013,        22.8,      1,        11.9,      1,        92.0,      1,         331,      1,         1.1,      1,       990.1,      1,      7865.7,      1
00:00:00 22/04/2013,         2.0,      1,        11.9,      1,        89.1,      1,         338,      1,         0.9,      1,       987.2,      1,      6813.2,      1
00:00:00 23/04/2013,         1.8,      1,        13.9,      1,        78.5,      1,         167,      1,         1.2,      1,       995.1,      1,     15327.7,      1
00:00:00 24/04/2013,         0.0,      1,        14.5,      1,        66.4,      1,         323,      1,         2.1,      1,      1001.4,      1,     26162.5,      1
00:00:00 25/04/2013,         0.0,      1,        16.0,      1,        62.4,      1,         319,      1,         2.5,      1,       998.6,      1,     25756.5,      1
00:00:00 26/04/2013,         0.0,      1,        16.1,      1,        68.8,      1,         283,      1,         1.7,      1,       990.1,      1,     10247.3,      1
00:00:00 27/04/2013,        20.8,      1,        14.1,      1,        89.8,      1,         155,      1,         1.3,      1,       980.5,      1,      3436.6,      1
00:00:00 28/04/2013,         4.6,      1,        15.1,      1,        89.7,      1,         310,      1,         0.8,      1,       985.8,      1,     10833.7,      1
00:00:00 29/04/2013,        10.8,      1,        15.1,      1,        95.6,      1,         308,      1,         0.8,      1,       992.3,      1,      8506.7,      1
00:00:00 30/04/2013,         2.2,      1,        15.9,      1,        91.8,      1,         204,      1,         0.8,      1,       993.0,      1,      7852.6,      1
00:00:00 01/05/2013,         0.6,      1,        18.2,      1,        77.2,      1,         341,      1,         1.9,      1,       992.4,      1,     18005.5,      1
00:00:00 02/05/2013,        18.4,      1,        18.0,      1,        79.2,      1,         337,      1,         2.6,      1,       988.3,      1,     18650.3,      1
00:00:00 03/05/2013,         7.4,      1,        16.9,      1,        78.2,      1,         304,      1,         1.7,      1,       986.4,      1,     24638.0,      1
00:00:00 04/05/2013,         0.2,      1,        17.1,      1,        65.9,      1,         326,      1,         2.0,      1,       988.6,      1,     27336.4,      1
00:00:00 05/05/2013,         3.4,      1,        15.5,      1,        73.3,      1,          83,      1,         1.9,      1,       991.7,      1,     14810.9,      1
00:00:00 06/05/2013,         2.0,      1,        16.6,      1,        84.1,      1,         238,      1,         0.9,      1,       989.0,      1,     13965.1,      1
00:00:00 07/05/2013,         3.2,      1,        16.6,      1,        84.6,      1,         238,      1,         1.3,      1,       987.4,      1,     14694.6,      1
00:00:00 08/05/2013,         0.0,      1,        18.2,      1,        70.4,      1,         302,      1,         1.9,      1,       988.1,      1,     25668.0,      1
00:00:00 09/05/2013,         0.0,      1,        19.0,      1,        64.8,      1,         306,      1,         2.1,      1,       988.3,      1,     24944.8,      1
00:00:00 10/05/2013,        10.2,      1,        15.6,      1,        91.4,      1,         331,      1,         1.6,      1,       985.9,      1,      4367.8,      1
00:00:00 11/05/2013,        16.8,      1,        15.4,      1,        73.4,      1,         328,      1,         2.3,      1,       984.4,      1,     15144.2,      1
00:00:00 12/05/2013,         1.0,      1,        15.1,      1,        56.1,      1,         337,      1,         2.6,      1,       985.2,      1,     22055.0,      1
00:00:00 13/05/2013,         0.0,      1,        15.0,      1,        50.0,      1,         319,      1,         2.2,      1,       988.9,      1,     27534.9,      1
00:00:00 14/05/2013,         0.0,      1,        15.7,      1,        62.7,      1,         286,      1,         1.9,      1,       986.3,      1,     25451.2,      1
00:00:00 15/05/2013,         1.2,      1,        16.8,      1,        64.8,    140,         206,      1,         1.7,      1,       981.3,      1,     17918.8,      1
00:00:00 16/05/2013,        67.8,      1,        12.2,      1,       100.0,    140,         313,      1,         1.1,      1,       976.6,      1,      2589.4,      1
00:00:00 17/05/2013,        48.2,      1,        12.2,      1,        97.9,    140,         331,      1,         1.1,      1,       977.0,      1,      6040.1,      1
00:00:00 18/05/2013,         1.6,      1,        14.4,      1,        70.7,      1,         207,      1,         1.6,      1,       986.6,      1,     17418.3,      1
00:00:00 19/05/2013,        17.4,      1,        13.6,      1,        84.3,      1,         290,      1,         2.0,      1,       984.7,      1,      8002.1,      1
00:00:00 20/05/2013,         2.6,      1,        14.0,      1,        70.2,      1,         214,      1,         2.1,      1,       987.4,      1,     14467.7,      1
00:00:00 21/05/2013,         0.0,      1,        13.9,      1,        67.5,      1,         156,      1,         1.7,      1,       986.0,      1,     21321.2,      1
00:00:00 22/05/2013,         0.0,      1,        16.1,      1,        61.2,      1,         303,      1,         1.6,      1,       979.7,      1,     24151.3,      1
00:00:00 23/05/2013,        25.2,      1,        16.5,      1,        51.9,      1,         327,      1,         2.8,      1,       975.6,      1,     21239.6,      1
00:00:00 24/05/2013,        19.8,      1,         8.8,      1,        88.8,      1,         259,      1,         1.9,      1,       978.5,      1,      5389.1,      1
00:00:00 25/05/2013,         1.4,      1,        10.2,      1,        82.1,      1,         167,      1,         1.2,      1,       980.5,      1,     15130.0,      1
00:00:00 26/05/2013,         0.0,      1,        12.9,      1,        61.2,      1,          61,      1,         1.6,      1,       982.5,      1,     23976.8,      1
00:00:00 27/05/2013,         0.0,      1,        15.4,      1,        60.0,      1,         267,      1,         1.8,      1,       982.7,      1,     22657.4,      1
00:00:00 28/05/2013,         0.0,      1,        16.2,      1,        63.2,      1,         193,      1,         2.2,      1,       980.0,      1,     12480.9,      1
00:00:00 29/05/2013,         9.4,      1,        13.9,      1,        77.7,      1,         198,      1,         2.5,      1,       975.2,      1,     10262.4,      1
00:00:00 30/05/2013,         0.0,      1,        13.3,      1,        70.4,      1,         296,      1,         1.7,      1,       975.9,      1,     13630.2,      1
00:00:00 31/05/2013,         0.0,      1,        14.4,      1,        73.0,      1,         262,      1,         1.9,      1,       973.7,      1,     16743.5,      1
00:00:00 01/06/2013,         0.0,      1,        16.1,      1,        63.3,      1,         313,      1,         3.6,      1,       978.4,      1,     18006.9,      1
00:00:00 02/06/2013,         0.0,      1,        17.0,      1,        60.5,      1,         339,      1,         1.7,      1,       983.1,      1,     15473.8,      1
00:00:00 03/06/2013,         0.0,      1,        19.2,      1,        43.7,      1,         312,      1,         3.4,      1,       987.6,      1,     23811.1,      1
00:00:00 04/06/2013,         0.0,      1,        19.7,      1,        50.8,      1,         288,      1,         2.5,      1,       987.1,      1,     22313.6,      1
00:00:00 05/06/2013,         4.4,      1,        19.9,      1,        63.9,      1,         274,      1,         2.2,      1,       988.8,      1,     26092.8,      1
00:00:00 06/06/2013,         5.8,      1,        19.1,      1,        70.6,      1,         287,      1,         2.0,      1,       991.2,      1,     30855.7,      1
00:00:00 07/06/2013,         0.0,      1,        19.7,      1,        67.9,      1,         303,      1,         1.4,      1,       990.8,      1,     26566.1,      1
00:00:00 08/06/2013,         0.0,      1,        20.1,      1,        66.7,      1,         259,      1,         1.7,      1,       988.4,      1,     26569.9,      1
00:00:00 09/06/2013,        30.6,      1,        17.0,      1,        86.0,    140,         299,      1,         1.0,      1,       985.3,      1,      9132.7,      1
00:00:00 10/06/2013,         0.6,      1,        17.3,      1,        76.3,    140,         315,      1,         1.0,      1,       982.9,      1,     20172.8,      1
00:00:00 11/06/2013,         0.0,      1,        19.1,      1,        64.4,      1,         319,      1,         2.2,      1,       985.7,      1,     17744.3,      1
00:00:00 12/06/2013,         0.0,      1,        20.4,      1,        54.1,      1,         341,      1,         2.2,      1,       990.6,      1,     30887.7,      1
00:00:00 13/06/2013,         0.0,      1,        20.8,      1,        52.6,      1,         280,      1,         2.3,      1,       992.0,      1,     30962.1,      1
00:00:00 14/06/2013,         0.0,      1,        22.6,      1,        59.6,      1,         247,      1,         2.2,      1,       989.1,      1,     22934.7,      1
00:00:00 15/06/2013,         0.0,      1,        24.2,      1,        56.3,      1,         280,      1,         2.4,      1,       988.4,      1,     26950.1,      1
00:00:00 16/06/2013,         0.0,      1,        24.0,      1,        65.3,      1,         277,      1,         2.1,      1,       989.5,      1,     25982.8,      1
00:00:00 17/06/2013,         0.0,      1,        25.5,      1,        62.7,      1,         285,      1,         2.2,      1,       990.2,      1,     27904.1,      1
00:00:00 18/06/2013,         0.2,      1,        25.5,      1,        69.6,      1,         229,      1,         1.5,      1,       990.1,      1,     23546.1,      1
00:00:00 19/06/2013,         0.0,      1,        26.7,      1,        62.9,      1,         294,      1,         1.8,      1,       989.7,      1,     26753.0,      1
00:00:00 20/06/2013,         0.0,      1,        25.9,      1,        62.7,      1,         298,      1,         1.7,      1,       988.0,      1,     22137.1,      1
00:00:00 21/06/2013,         0.0,      1,        24.0,      1,        54.6,      1,         238,      1,         2.4,      1,       987.3,      1,     27167.7,      1
00:00:00 22/06/2013,         0.0,      1,        22.7,      1,        53.6,      1,         263,      1,         2.1,      1,       987.9,      1,     23314.0,      1
00:00:00 23/06/2013,         2.4,      1,        22.3,      1,        59.8,      1,         323,      1,         2.7,      1,       985.9,      1,     24048.9,      1
00:00:00 24/06/2013,         6.4,      1,        15.3,      1,        64.4,      1,         335,      1,         3.6,      1,       988.5,      1,      9117.9,      1
00:00:00 25/06/2013,         0.0,      1,        18.7,      1,        47.3,      1,         341,      1,         2.3,      1,       990.1,      1,     20078.4,      1
00:00:00 26/06/2013,         0.0,      1,        19.1,      1,        43.0,      1,         326,      1,         2.5,      1,       993.7,      1,     20114.2,      1
00:00:00 27/06/2013,        19.2,      1,        16.0,      1,        59.7,      1,         304,      1,         1.9,      1,       994.6,      1,     21721.6,      1
00:00:00 28/06/2013,        11.8,      1,        14.4,      1,        79.7,      1,         338,      1,         1.5,      1,       993.4,      1,     16858.3,      1
00:00:00 29/06/2013,         0.0,      1,        15.5,      1,        69.4,      1,         342,      1,         1.6,      1,       992.2,      1,     19969.7,      1
00:00:00 30/06/2013,         0.0,      1,        18.8,      1,        62.5,      1,         327,      1,         1.8,      1,       991.7,      1,     25430.4,      1
00:00:00 01/07/2013,         0.6,      1,        20.8,      1,        59.7,      1,         277,      1,         1.6,      1,       991.9,      1,     24817.0,      1
00:00:00 02/07/2013,         0.0,      1,        21.9,      1,        62.0,      1,         311,      1,         2.8,      1,       991.0,      1,     27211.1,      1
00:00:00 03/07/2013,         0.0,      1,        21.9,      1,        61.2,      1,         270,      1,         1.9,      1,       988.2,      1,     17721.5,      1
00:00:00 04/07/2013,         0.0,      1,        23.1,      1,        57.9,      1,         306,      1,         2.0,      1,       990.8,      1,     30022.8,      1
00:00:00 05/07/2013,         3.8,      1,        24.4,      1,        62.2,      1,         303,      1,         1.6,      1,       995.0,      1,     28970.9,      1
00:00:00 06/07/2013,         0.0,      1,        24.5,      1,        64.0,      1,         221,      1,         1.7,      1,       995.6,      1,     26877.6,      1
00:00:00 07/07/2013,         1.4,      1,        22.9,      1,        70.6,      1,         224,      1,         1.5,      1,       996.8,      1,     19051.5,      1
00:00:00 08/07/2013,         0.0,      1,        24.2,      1,        64.5,      1,         297,      1,         1.9,      1,       996.4,      1,     27727.1,      1
00:00:00 09/07/2013,         5.4,      1,        23.8,      1,        67.5,      1,         333,      1,         1.9,      1,       993.6,      1,     27418.9,      1
00:00:00 10/07/2013,        11.2,      1,        22.6,      1,        74.8,      1,         261,      1,         1.1,      1,       988.3,      1,     16195.5,      1
00:00:00 11/07/2013,         0.2,      1,        24.1,      1,        65.0,      1,         319,      1,         1.4,      1,       985.1,      1,     27031.3,      1
00:00:00 12/07/2013,         0.0,      1,        24.0,      1,        59.4,      1,         244,      1,         2.8,      1,       988.6,      1,     28228.6,      1
00:00:00 13/07/2013,         0.0,      1,        24.4,      1,        61.4,      1,         310,      1,         2.3,      1,       989.4,      1,     22621.7,      1
00:00:00 14/07/2013,         0.0,      1,        23.5,      1,        57.1,      1,         313,      1,         2.0,      1,       991.4,      1,     28651.0,      1
00:00:00 15/07/2013,         0.0,      1,        23.8,      1,        61.0,      1,           0,      1,         1.9,      1,       991.1,      1,     25336.0,      1
00:00:00 16/07/2013,         0.0,      1,        24.5,      1,        58.6,      1,         301,      1,         2.2,      1,       993.2,      1,     26105.2,      1
00:00:00 17/07/2013,         0.0,      1,        25.4,      1,        56.7,      1,         218,      1,         2.8,      1,       993.1,      1,     25488.0,      1
00:00:00 18/07/2013,         0.0,      1,        24.1,      1,        57.9,      1,         338,      1,         2.5,      1,       993.0,      1,     21958.8,      1
00:00:00 19/07/2013,         1.2,      1,        23.5,      1,        60.9,      1,         343,      1,         2.1,      1,       991.7,      1,     27950.2,      1
00:00:00 20/07/2013,         0.2,      1,        23.7,      1,        63.0,      1,         259,      1,         1.7,      1,       990.1,      1,     24876.7,      1
00:00:00 21/07/2013,         0.0,      1,        25.0,      1,        60.6,      1,         257,      1,         2.2,      1,       991.2,      1,     26964.4,      1
00:00:00 22/07/2013,        44.2,      1,        24.7,      1,        65.4,      1,         313,      1,         2.3,      1,       990.2,      1,     26438.7,      1
00:00:00 23/07/2013,         0.0,      1,        24.1,      1,        65.7,      1,         337,      1,         1.5,      1,       988.1,      1,     27071.4,      1
00:00:00 24/07/2013,         0.0,      1,        24.4,      1,        59.5,      1,         338,      1,         2.1,      1,       988.5,      1,     21475.4,      1
00:00:00 25/07/2013,         0.0,      1,        25.1,      1,        59.0,      1,         324,      1,         2.4,      1,       990.1,      1,     28407.3,      1
00:00:00 26/07/2013,         0.0,      1,        25.8,      1,        62.2,      1,         327,      1,         1.7,      1,       989.5,      1,     22666.8,      1
00:00:00 27/07/2013,         0.0,      1,        27.1,      1,        58.2,      1,         323,      1,         2.3,      1,       987.5,      1,     23960.8,      1
00:00:00 28/07/2013,         0.0,      1,        27.6,      1,        56.9,      1,         213,      1,         1.8,      1,       988.0,      1,     24781.6,      1
00:00:00 29/07/2013,        11.4,      1,        22.2,      1,        75.4,      1,         263,      1,         1.6,      1,       988.8,      1,     10759.2,      1
00:00:00 30/07/2013,         0.0,      1,        22.1,      1,        58.7,      1,         319,      1,         3.0,      1,       991.5,      1,     28474.6,      1
00:00:00 31/07/2013,         0.0,      1,        23.1,      1,        55.1,      1,         356,      1,         2.1,      1,       992.3,      1,     27871.4,      1
00:00:00 01/08/2013,         0.0,      1,        24.7,      1,        60.2,      1,         308,      1,         2.1,      1,       992.2,      1,     26223.5,      1
00:00:00 02/08/2013,         0.0,      1,        25.8,      1,        58.4,      1,         317,      1,         2.4,      1,       991.6,      1,     27012.8,      1
00:00:00 03/08/2013,         0.0,      1,        26.0,      1,        56.5,      1,         309,      1,         1.9,      1,       990.9,      1,     25781.5,      1
00:00:00 04/08/2013,         0.0,      1,        27.3,      1,        53.8,      1,         319,      1,         2.7,      1,       991.2,      1,     24172.2,      1
00:00:00 05/08/2013,         0.0,      1,        28.2,      1,        49.6,      1,         311,      1,         3.1,      1,       990.6,      1,     25401.5,      1
00:00:00 06/08/2013,         0.0,      1,        27.7,      1,        52.9,      1,         255,      1,         2.0,      1,       988.4,      1,     23932.9,      1
00:00:00 07/08/2013,         0.0,      1,        25.9,      1,        61.0,      1,         324,      1,         1.1,      1,       986.7,      1,     15731.3,      1
00:00:00 08/08/2013,         0.0,      1,        25.6,      1,        54.7,      1,         218,      1,         1.9,      1,       988.6,      1,     15407.3,      1
00:00:00 09/08/2013,         2.4,      1,        23.3,      1,        58.2,      1,         341,      1,         2.6,      1,       988.8,      1,     15523.8,      1
00:00:00 10/08/2013,         0.2,      1,        22.5,      1,        52.7,      1,         319,      1,         3.3,      1,       989.7,      1,     25089.3,      1
00:00:00 11/08/2013,         0.0,      1,        23.1,      1,        49.9,      1,         360,      1,         2.2,      1,       990.0,      1,     24258.5,      1
00:00:00 12/08/2013,         0.0,      1,        23.9,      1,        60.0,      1,         275,      1,         1.8,      1,       988.9,      1,     21558.7,      1
00:00:00 13/08/2013,         0.0,      1,        24.2,      1,        57.0,      1,         331,      1,         2.3,      1,       986.9,      1,     24403.0,      1
00:00:00 14/08/2013,         0.0,      1,        20.9,      1,        70.7,      1,         289,      1,         2.9,      1,       990.8,      1,     12007.6,      1
00:00:00 15/08/2013,         0.0,      1,        22.2,      1,        62.3,      1,         187,      1,         2.0,      1,       993.6,      1,     25052.2,      1
00:00:00 16/08/2013,         0.0,      1,        23.0,      1,        52.4,      1,         196,      1,         2.6,      1,       992.4,      1,     24597.1,      1
00:00:00 17/08/2013,         0.0,      1,        22.8,      1,        58.4,      1,         307,      1,         2.2,      1,       990.5,      1,     24489.0,      1
00:00:00 18/08/2013,         0.0,      1,        23.5,      1,        55.9,      1,         311,      1,         1.7,      1,       990.2,      1,     24792.5,      1
00:00:00 19/08/2013,        17.0,      1,        22.1,      1,        67.2,      1,         330,      1,         2.1,      1,       989.4,      1,     18595.8,      1
00:00:00 20/08/2013,         0.0,      1,        21.5,      1,        49.2,      1,         341,      1,         3.7,      1,       993.0,      1,     23277.3,      1
00:00:00 21/08/2013,         0.0,      1,        21.5,      1,        44.1,      1,         317,      1,         3.0,      1,       993.9,      1,     25328.8,      1
00:00:00 22/08/2013,         0.0,      1,        21.2,      1,        60.1,      1,         305,      1,         2.2,      1,       990.7,      1,     24121.8,      1
00:00:00 23/08/2013,        13.4,      1,        20.4,      1,        76.8,    140,         325,      1,         1.2,      1,       989.5,      1,     17134.4,      1
00:00:00 24/08/2013,         7.2,      1,        20.6,      1,        75.1,    140,         297,      1,         2.2,      1,       986.3,      1,     21975.7,      1
00:00:00 25/08/2013,         5.0,      1,        19.8,      1,        74.1,      1,         312,      1,         2.4,      1,       981.8,      1,     19942.0,      1
00:00:00 26/08/2013,         5.6,      1,        18.7,      1,        81.9,      1,         267,      1,         0.8,      1,       984.3,      1,     12645.8,      1
00:00:00 27/08/2013,        12.0,      1,        18.7,      1,        83.0,      1,         322,      1,         1.2,      1,       984.6,      1,     10454.3,      1
00:00:00 28/08/2013,         7.8,      1,        18.9,      1,        77.3,      1,         322,      1,         1.9,      1,       986.5,      1,     18070.4,      1
00:00:00 29/08/2013,         0.0,      1,        19.2,      1,        62.4,      1,         314,      1,         1.6,      1,       992.4,      1,     16931.4,      1
00:00:00 30/08/2013,         0.0,      1,        20.3,      1,        67.7,      1,         313,      1,         1.6,      1,       992.8,      1,     21450.4,      1
00:00:00 31/08/2013,         0.0,      1,        21.2,      1,        63.9,      1,         308,      1,         2.0,      1,       992.8,      1,     22721.9,      1
00:00:00 01/09/2013,         1.2,      1,        21.1,      1,        69.1,      1,         315,      1,         1.6,      1,       992.9,      1,     18706.2,      1
00:00:00 02/09/2013,         0.0,      1,        20.6,      1,        66.7,      1,         320,      1,         1.9,      1,       995.6,      1,     23463.7,      1
00:00:00 03/09/2013,         0.0,      1,        20.4,      1,        61.5,      1,         309,      1,         1.7,      1,       996.5,      1,     23041.8,      1
00:00:00 04/09/2013,         0.0,      1,        21.5,      1,        67.9,      1,         318,      1,         1.9,      1,       996.1,      1,     22028.0,      1
00:00:00 05/09/2013,         0.0,      1,        23.8,      1,        66.4,      1,         237,      1,         2.0,      1,       990.4,      1,     18916.3,      1
00:00:00 06/09/2013,         0.0,      1,        24.2,      1,        62.2,      1,         193,      1,         2.4,      1,       987.4,      1,     17623.2,      1
00:00:00 07/09/2013,         0.0,      1,        23.8,      1,        60.8,      1,         199,      1,         2.2,      1,       990.6,      1,     20005.4,      1
00:00:00 08/09/2013,         1.8,      1,        20.3,      1,        83.7,      1,         173,      1,         0.9,      1,       992.2,      1,      5241.2,      1
00:00:00 09/09/2013,        10.6,      1,        21.2,      1,        74.3,      1,         315,      1,         2.2,      1,       988.0,      1,     20139.9,      1
00:00:00 10/09/2013,        19.0,      1,        17.9,      1,        86.7,      1,         278,      1,         1.4,      1,       987.4,      1,      7998.2,      1
00:00:00 11/09/2013,         0.6,      1,        16.6,      1,        68.2,      1,         314,      1,         2.9,      1,       986.9,      1,     18008.4,      1
00:00:00 12/09/2013,         0.0,      1,        15.9,      1,        71.2,      1,         341,      1,         1.7,      1,       987.4,      1,     16661.4,      1
00:00:00 13/09/2013,         0.0,      1,        15.7,      1,        68.6,      1,         343,      1,         1.4,      1,       991.3,      1,     19017.6,      1
00:00:00 14/09/2013,         0.0,      1,        15.6,      1,        66.0,      1,         324,      1,         1.4,      1,       991.0,      1,     19648.7,      1
00:00:00 15/09/2013,         0.2,      1,        16.1,      1,        86.1,      1,         338,      1,         0.5,      1,       986.2,      1,      6102.5,      1
00:00:00 16/09/2013,         0.2,      1,        17.4,      1,        76.2,      1,         305,      1,         2.4,      1,       978.7,      1,     15473.6,      1
00:00:00 17/09/2013,        21.4,      1,        15.9,      1,        58.8,      1,         344,      1,         2.6,      1,       976.2,      1,     21430.9,      1
00:00:00 18/09/2013,         0.0,      1,        14.3,      1,        63.2,      1,         337,      1,         1.6,      1,       978.7,      1,     17053.1,      1
00:00:00 19/09/2013,         0.0,      1,        17.0,      1,        66.2,      1,         327,      1,         1.8,      1,       981.1,      1,     19404.2,      1
00:00:00 20/09/2013,         0.0,      1,        16.9,      1,        63.9,      1,         319,      1,         1.9,      1,       988.9,      1,     16270.3,      1
00:00:00 21/09/2013,         0.0,      1,        16.8,      1,        72.2,      1,         337,      1,         1.6,      1,       994.7,      1,     18445.1,      1
00:00:00 22/09/2013,         0.0,      1,        16.8,      1,        69.0,      1,         339,      1,         1.7,      1,       998.2,      1,     18403.0,      1
00:00:00 23/09/2013,         0.0,      1,        16.5,      1,        69.5,      1,         349,      1,         1.3,      1,       994.3,      1,     19155.5,      1
00:00:00 24/09/2013,         0.0,      1,        17.2,      1,        69.9,      1,         310,      1,         1.6,      1,       989.1,      1,     19218.1,      1
00:00:00 25/09/2013,         0.0,      1,        18.8,      1,        68.6,      1,         324,      1,         1.9,      1,       987.2,      1,     11636.2,      1
00:00:00 26/09/2013,         0.0,      1,        17.4,      1,        81.3,      1,         330,      1,         0.9,      1,       987.3,      1,     13854.4,      1
00:00:00 27/09/2013,         0.0,      1,        19.2,      1,        81.2,      1,         297,      1,         1.4,      1,       987.2,      1,     11825.4,      1
00:00:00 28/09/2013,         0.0,      1,        20.1,      1,        79.4,      1,         326,      1,         1.1,      1,       985.6,      1,      7801.1,      1
00:00:00 29/09/2013,         7.0,      1,        19.0,      1,        82.6,      1,         201,      1,         1.3,      1,       980.1,      1,      4252.7,      1
00:00:00 30/09/2013,        13.0,      1,        16.3,      1,        86.8,      1,         264,      1,         2.3,      1,       977.4,      1,      9980.9,      1
00:00:00 01/10/2013,         0.0,      1,        16.5,      1,        80.2,      1,         304,      1,         1.2,      1,       982.0,      1,     12751.9,      1
00:00:00 02/10/2013,         0.0,      1,        16.5,      1,        74.1,      1,         305,      1,         1.8,      1,       989.3,      1,     14165.7,      1
00:00:00 03/10/2013,         0.0,      1,        14.6,      1,        68.9,      1,         195,      1,         1.6,      1,       997.8,      1,      2041.0,      1
00:00:00 04/10/2013,         0.0,      1,        13.7,      1,        74.7,      1,         200,      1,         1.2,      1,       999.4,      1,      3005.3,      1
00:00:00 05/10/2013,         3.4,      1,        13.3,      1,        89.5,      1,         126,      1,         0.8,      1,       994.9,      1,      4410.2,      1
00:00:00 06/10/2013,         0.8,      1,        15.4,      1,        88.8,    140,         348,      1,         0.7,      1,       994.5,      1,      7073.7,      1
00:00:00 07/10/2013,         3.0,      1,        15.3,      1,       100.0,    140,           6,      1,         0.4,      1,       995.6,      1,      2745.2,      1
00:00:00 08/10/2013,         6.2,      1,        15.8,      1,        92.4,    140,         162,      1,         0.9,      1,       995.4,      1,      7715.3,      1
00:00:00 09/10/2013,         6.0,      1,        16.0,      1,        90.9,      1,         179,      1,         1.8,      1,       991.3,      1,      8788.7,      1
00:00:00 10/10/2013,        13.6,      1,        14.2,      1,        97.0,      1,         185,      1,         2.0,      1,       980.6,      1,      2293.5,      1
00:00:00 11/10/2013,        11.4,      1,         8.9,      1,        73.5,    140,         338,      1,         3.1,      1,       985.6,      1,     13373.4,      1
00:00:00 12/10/2013,        21.6,      1,         8.1,      1,        90.0,      1,         336,      1,         1.7,      1,       992.7,      1,     12496.4,      1
00:00:00 13/10/2013,         0.0,      1,        10.1,      1,        90.2,      1,         334,      1,         0.7,      1,       996.1,      1,      4221.1,      1
00:00:00 14/10/2013,         0.0,      1,        11.9,      1,        85.1,      1,         331,      1,         1.0,      1,       995.1,      1,      6739.8,      1
00:00:00 15/10/2013,         0.0,      1,        12.5,      1,        84.2,      1,         324,      1,         1.1,      1,       989.1,      1,      5163.2,      1
00:00:00 16/10/2013,         0.0,      1,        13.0,      1,        72.3,      1,         336,      1,         2.2,      1,       983.3,      1,     14322.3,      1
00:00:00 17/10/2013,         0.0,      1,        10.1,      1,        77.6,      1,         325,      1,         0.9,      1,       989.6,      1,     13877.8,      1
00:00:00 18/10/2013,         0.0,      1,         9.9,      1,        79.5,      1,         346,      1,         0.9,      1,       991.9,      1,     14124.9,      1
00:00:00 19/10/2013,         0.0,      1,        11.2,      1,        81.7,      1,         340,      1,         0.7,      1,       996.3,      1,     11380.4,      1
00:00:00 20/10/2013,        12.4,      1,        12.7,      1,        88.2,      1,         330,      1,         0.8,      1,       997.6,      1,      6170.1,      1
00:00:00 21/10/2013,         0.0,      1,        14.4,      1,        91.9,      1,         334,      1,         1.0,      1,       996.6,      1,      8108.0,      1
00:00:00 22/10/2013,         0.2,      1,        14.7,      1,        94.1,      1,         339,      1,         0.6,      1,       994.9,      1,      4032.4,      1
00:00:00 23/10/2013,        44.6,      1,        15.1,      1,        99.1,    140,         325,      1,         1.0,      1,       991.8,      1,      1392.4,      1
00:00:00 24/10/2013,         9.6,      1,        15.3,      1,        94.6,    140,         333,      1,         0.9,      1,       994.1,      1,      6086.1,      1
00:00:00 25/10/2013,         0.0,      1,        16.3,      1,        87.0,      1,         334,      1,         0.9,      1,       995.7,      1,      9508.0,      1
00:00:00 26/10/2013,         0.0,      1,        15.4,      1,        84.3,      1,         332,      1,         1.0,      1,       996.2,      1,     11731.7,      1
00:00:00 27/10/2013,         0.0,      1,        15.3,      1,        89.0,      1,         333,      1,         1.1,      1,       992.8,      1,      2876.4,      1
00:00:00 28/10/2013,         0.0,      1,        15.2,      1,        91.3,    140,         347,      1,         1.1,      1,       989.5,      1,      6654.5,      1
00:00:00 29/10/2013,        34.2,      1,        13.8,      1,       100.0,    140,         334,      1,         0.8,      1,       988.1,      1,      2686.0,      1
00:00:00 30/10/2013,         7.8,      1,        13.6,      1,        81.2,    140,         331,      1,         3.4,      1,       992.9,      1,      5792.7,      1
00:00:00 31/10/2013,         0.0,      1,        14.2,      1,        76.2,      1,         315,      1,         1.6,      1,       997.0,      1,      8412.7,      1
00:00:00 01/11/2013,         0.0,      1,        14.1,      1,        82.6,      1,         325,      1,         0.7,      1,       994.7,      1,      6082.0,      1
00:00:00 02/11/2013,         0.0,      1,        13.7,      1,        82.9,      1,         166,      1,         1.5,      1,       988.9,      1,      4522.8,      1
00:00:00 03/11/2013,         7.4,      1,        14.0,      1,        81.5,      1,         269,      1,         2.7,      1,       981.5,      1,      5908.0,      1
00:00:00 04/11/2013,         2.6,      1,         9.1,      1,        83.3,      1,         330,      1,         1.6,      1,       978.2,      1,      2544.1,      1
00:00:00 05/11/2013,         0.0,      1,        10.9,      1,        84.8,      1,         338,      1,         1.3,      1,       971.2,      1,     10116.8,      1
00:00:00 06/11/2013,         0.0,      1,        10.8,      1,        76.2,      1,         338,      1,         2.6,      1,       979.9,      1,     10564.9,      1
00:00:00 07/11/2013,         0.0,      1,        10.2,      1,        80.4,      1,         340,      1,         1.3,      1,       989.5,      1,     10054.6,      1
00:00:00 08/11/2013,         0.4,      1,        10.7,      1,        89.0,      1,         352,      1,         0.7,      1,       990.7,      1,      1867.1,      1
00:00:00 09/11/2013,        24.4,      1,        10.5,      1,        95.7,      1,         337,      1,         1.8,      1,       984.9,      1,      1761.8,      1
00:00:00 10/11/2013,         0.0,      1,         7.7,      1,        84.3,      1,         342,      1,         2.2,      1,       980.5,      1,      4400.9,      1
